business_id,labels
a33bf,1 2 5 6
a35j5,1 2 4 5 6 7
a3av8,2 3 5 6 8
a3nqc,1 2 3 5 6 8
a3ret,2 6 7
a3sp8,6 8
a3suc,2 3 5 6 8
a3wjj,0 5 6 8
a43db,1 2 3 5 6
a4feo,3 6 8
a4ghc,6 8
a4l8i,0 8
a53t5,1 2 3 4 5 6 7 8
a56u3,1 2 3 5 6
a58kk,1 2 5 6
a5ass,2 5 6 8
a5i5p,2 3 4 5 6 8
a5m6k,2 3 5 6 8
a5o09,1 2 4 5 6
a5oq1,0 1 2 5
a5p7p,1 2 5 6 8
a5p7v,2 5 6
a5xz5,0 1 2 5 6
a6158,5 6 8
a624d,0 8
a69g5,1 2 5 6 8
a6bw7,0 2 5 6 8
a6dnz,0 1 2 3 5 6 8
a6sdk,0 1 2 4 5 6 7
a72fw,0 8
a75af,2 6 8
a76hy,1 2 3 5 6 8
a7kdv,1 2 6 8
a7scq,1 2 3 5 6
a80jy,1 2 5 6 8
a8396,4 5 6
a8ezq,1 2 4 5 6 7
a8k14,1 2 4 5 6 7
a8mzy,2 3 5 6
a8obe,1 2 5 6
a8xzk,1 2 5 6
a90kt,1 2 5 6
a93t5,1 2 5 6 8
a9522,2 5 6 8
a98dp,0 1 2 5 6 8
a9fai,1 2 5 6
a9mpu,2 4 5 6
a9ocp,0 1 2 5 6 7 8
a9tlu,1 2 5 6
a9u91,0 1 2 3 5 6 8
a9xko,1 2 3 5 6
a9xlr,1 2 5 6
aa1dn,1 2 5 6
aa80k,1 2 5 6 8
aaleb,2 3 5 6
aandm,0 1 2 5 6
aas92,1 2 4 5 6 7 8
ab1ly,2 5 6
ab3aj,1 2 3 4 5 6 7
abagy,0 1 2 5 6
abcsb,0 1 2 5 8
abeqd,1 2 4 5 6
abhox,1 2 4 5 6
abt4u,0 6 7 8
abx3u,1 2 5 6 7 8
abyy1,1 2 4 5 6 7
abzpu,1 2 5 6 8
ac0yh,1 2 3 5 6 8
acgin,0 1 2 5 6
acijl,2 3 5 6 8
acjao,0 8
acl0h,0 1 2 5 6 8
acl2q,0 1 2 3 4 5 6 8
acnxx,0 1 2 5 6 7 8
aco0q,0 6
acp7o,2 3 5 6
acpvu,0 1 2 3 5 6 8
act96,1 2 5 6
acx22,2 5 6
ad25n,1 2 5 6
ad962,1 2 4 5 6 7
adewd,1 2 5 6 8
adl28,1 2 4 5 6
adlyd,1 2 5 6
adn5t,0 1 2 4 5 6 7
adtnj,1 2 3 5 6
aducf,1 2 3 5 6
advze,1 2 5 6 8
adza5,2 5 6
ae1oc,1 2 5 6
ae7rc,0 6 8
aent5,1 2 4 5 6
aep6u,1 2 5 6 8
aep9l,1 2 5 6 8
aer0f,0 1 2 5 6 8
aevhg,1 2 5 6
aez8a,0 3 5 6 8
af0iy,0 2 5 6 8
afd6b,1 2 3 4 5 6 7
afls4,1 2 3 5 6 8
afpu5,1 2 5 6
aftm9,1 2 4 5 6 8
afw62,0 1 2 3 5 6
afwoa,1 2 4 5 6
agbbc,2 3 5 6
agklh,2 3 5 6
agm6e,1 2 4 5 6
agu2h,2 3 5 6 8
ah06i,1 2 3 4 5 6
ah6qf,1 2 5 6 8
ah9h9,2 5 6
ahm0t,2 5 8
ai20u,1 2 6
ai245,2 3 5 6 8
ai5wv,1 2 5 6
ai7eh,6 8
ai7lo,1 2 3 5 6 8
ai997,1 2 5 6
air4w,0 2 5 6
airhf,1 2 4 5 6 7
aisen,2 5 6 8
aisxi,0 1 2 5 6 7 8
aitij,1 2 5 6
aiwlv,0 2 6
aj0o5,2 3 8
aj2c4,0 1 2 5 6
aj6me,1 2 5 6
aj9eu,0 5 8
ajb2p,2 3 5 6 8
ajb3d,1 2 5 6 8
ajcwk,1 2 3 5 6 8
ajgxi,1 2 4 5 6 7
ajkrl,1 2 3 5 6
ajpbd,1 2 5 6 7
ajxre,1 2 3 5 6 8
ak9th,0 8
akjg7,0 6 8
akl7f,1 2 5 6
akn05,1 2 3 5 6 8
akzsb,1 2 5 6
al0r0,2 5 6
al5rj,2 5 6
al6pc,1 2 5 6 7 8
alp3m,1 2 5 6 8
alsnn,1 2 3 5 6 8
am1cc,2 5 6 8
am6tn,1 2 5 6 8
am7bw,1 2 3 5 6 8
amahe,1 2 3 4 5 6
amb1i,1 2 4 5 6 7 8
amjo5,0 2 3 5 6
amuci,0 1 2 5 6
amysn,0 1 2 4 5 6 8
an1xl,0 1 2 4 5 6
an2u4,6 8
an3pj,2 3 5 6 8
an5yn,0 1 2 5 6 8
an6wf,1 2 5 6 8
an8au,0 1 2 5 6 8
anfic,0 2 4 5 6
anids,0 1 2 5 6 8
aniqf,2 5 6 8
ank90,2 5 6 8
anmnp,1 2 5 6 8
anyh9,0 1 2 5 6
ao1mb,1 2 4 5 6 7 8
aogso,2 5 6 8
aopzv,0 3 8
aor5e,2 5 6
aorzh,2 3 5 6 8
aox9i,0 4 5 6 8
aoxqk,0 1 2 4 5 6
ap2dk,2 4 5 6 8
ap67l,0 2 5 6 8
ap681,1 2 4 5 6 8
ap862,1 2 3 5 6 7
apaam,1 2 4 5 6 8
apdjl,1 2 5 8
apf76,1 2 5 6
apmkq,0 1 2 5 6 8
apsj0,1 2 5 6
apsjv,1 2 5 6 8
apu49,0 5 6
apuul,0 2 5 6 8
apuy3,1 2 3 5 6 7
aq3iv,1 2 5 6 8
aq5ek,1 2 4 5 6 7
aqdvv,1 2 5 6 8
aqkld,1 2 5 6
aquqk,1 2 5 6 7 8
aqyu6,1 2 3 5 6
ar3vu,2 6 8
ar42l,1 2 4 5 6 7 8
ar8r4,1 2 5 6
ar99d,1 2 3 5 6
araz3,1 2 5 6
arcuq,1 2 4 5 6 7
arg28,1 2 5 6 7
arjkk,0 2 6 8
arvdq,8
arwcg,1 2 3 4 5 6
arz3p,0 1 2 4 5 6
as3sg,1 2 5 6 7
as5ad,1 2 4 5 6
as7hf,0 1 2 6 8
asbp8,1 2 5 6 8
ascpl,1 2 4 5 6
ase5k,2 3 5 6 8
ash9f,1 2 5 6
asjkb,2 3 5 6 8
aske8,1 2 5 6 8
assn9,0 2 5 6 8
assuo,1 2 4 5 6
asusf,1 2 3 5 6 8
asw61,0 1 2 5 6 8
aswwn,1 2 4 5 6 7
at04k,0 2 5 6 8
at4is,1 2 3 5 6 7
at4ri,1 2 3 5 6 8
at7bo,1 2 4 5 6 7
at9ee,1 2 5 6 8
atlsa,0 1 2 5 6 8
ats4s,1 2 5 6 8
attdx,0 1 2 4 5 6 8
atue0,1 2 3 4 5 6 7
atwsd,0 1 2 4 5 6
au6n5,1 2 4 5 6
audp5,1 2 4 5 6
aue20,2 3 5 6 8
augbm,1 2 3 5 6 8
auhky,2 3 5 6 8
aujz2,1 2 3 5 6
auk39,2 5 6 8
aular,1 2 3 5 6 8
aumfd,1 2 3 5 6 8
auqd9,1 2 5 6 8
auvzr,0 1 2 5 6
auyxe,2 5 6 8
av9ww,1 2 5 6 8
avcat,1 2 3 4 5 6
avely,2 3 5 6 8
avg4y,2 5 6 8
avhbx,0 1 2 4 5 6 8
avhji,0 2 5 6 7 8
avqf7,1 2 4 5 6
avra6,1 2 4 5 6 7
avvyc,3 5 6 7 8
aw5my,1 2 3 5 6 8
aw9o5,1 2 5 6 8
awbgl,2 3 5 6 8
awbnn,1 2 3 5 6
awhvd,0 3 5 6 8
awj3d,6 8
awpiy,1 2 5 6 7 8
awtmu,1 2 3 4 5 6
awuec,1 2 3 5 6 8
awvsh,1 2 5 6 8
awxrz,1 2 5 6 8
ax4rn,1 2 3 5 6
ax6t0,1 2 5 6 8
axccn,2 5 6 8
axcqa,1 2 5 6 8
axgl7,2 3 4 5 6 8
ay8ea,1 2 3 5 6
ayax7,1 2 5 6 8
ayddw,2 3 5 6 8
aydsv,0 8
aygb7,1 2 3 5 6 8
ayiep,1 2 5 6
ayk90,1 2 3 5 6 8
az1be,0 2 5 6 8
az8oq,1 2 5 6 8
azg1c,1 2 5 6
azr7k,1 2 4 5 6 7 8
azsgg,0 5 6 7
azviz,2 5 6 7
azzqb,1 2 5 6 8
b00p4,1 2 3 5 6 8
b0fon,2 3 5 6
b0hs8,1 2 5 6
b0wq7,0 1 2 5 6
b0yhh,1 2 5 6
b18n2,1 2 4 5 6
b1bq0,1 2 3 5 6
b1fty,0 2 3 5 6 8
b1h73,1 2 3 5 6
b1n0y,1 2 3 5 6 8
b1qqp,0 6 8
b1r3c,1 2 5 6
b1sia,0 2 5 6 8
b1zxx,1 2 5 6 8
b2210,1 2 3 5 6 7
b24mx,1 2 5 6 8
b27al,1 2 5 6 7 8
b29i4,1 2 6 8
b2d1s,2 3 5 6 8
b2dls,2 5 6
b2dzh,1 2 4 5 6 7
b2fnu,2 3 5 6 8
b2vsx,0 5 6 8
b2x3z,1 2 5 6 7 8
b2xh7,1 2 3 5 6 8
b37k3,1 2 5 6 8
b38ng,0 8
b3ejc,0 1 2 3 5 6 8
b3m5u,0 1 2 5 6 8
b3m8w,0 2 6 8
b3v4w,1 2 4 5 6 7
b44t3,0 1 2 5 6
b49q5,1 2 5 6 8
b4e18,0 8
b4e8h,1 2 4 5 6 7
b4jlj,1 2 3 5 6 8
b4onx,1 2 3 5 6 8
b4tzk,1 2 5 6
b4vro,1 2 6 8
b5fg3,1 2 5 6
b5pys,2 3 5 6 8
b5qd0,2 5 6
b5tsq,1 2 3 4 5 6 7
b6ee9,0 1 2 5 6
b6enk,1 2 5 6
b6ips,1 2 5 6 8
b6wp5,1 2 4 5 6 7
b6z1a,1 2 5 6 8
b70no,1 2 5 6 8
b71l5,1 2 3 5 6
b76bg,1 2 3 5 6
b7ao2,1 2 4 5 6
b7ca5,1 2 3 5 6
b7ce8,0 2 5 6
b7fyp,1 2 3 4 5 6
b7k7q,2 3 4 5 6 7
b7npj,1 2 3 4 5 6 7
b7pf5,0 5 8
b7u1o,2 5 6 8
b7wyj,2 5 6
b7zxl,1 2 5 6
b80uv,1 2 5 6
b8hzq,0 8
b8k5l,1 2 5 6 8
b8rq9,2 5 6
b90kw,1 2 5 6 7
b98w6,0 8
b9970,0 8
b9cag,1 2 4 5 6 7
b9kz0,1 2 5 6
b9ndc,1 2 3 5 6 8
b9pj9,1 2 5 6 8
b9v8v,0 5 6
ba1p2,1 2 4 5 6
ba4aq,1 2 5 6 8
ba4kc,2 5 6
bad3e,1 2 3 5 6
badnp,2 4 5 6 7
bahh0,1 2 4 5 6 7
bahoa,2 5 6 8
bahz2,1 2 5 6 8
baijt,1 2 4 5 6 7 8
ban9j,1 2 5 6 8
bau9t,1 2 3 5 6 8
bazwm,0 1 2 5 6 8
bb6iw,0 1 2 5 6 8
bbb20,0 2 5 6 8
bbcwm,1 2 3 4 5 6 7
bbfnd,2 3 5 6 8
bbgp7,0 2 5 6
bbnwn,0 1 2 5 6 8
bbxds,1 2 6 8
bc15t,2 4 5 6
bc1zb,0 1 2 6 7 8
bch0y,1 2 4 5 6
bch1t,2 5 6
bch5v,0 2 5 6 8
bcrsu,0 1 2 3 5 6 8
bcss2,0 3 6 8
bczm2,2 5
bd8ql,1 2 3 5 6
bdicg,1 2 5 6
bdu8u,1 2 5 6
bduue,2 5 6 8
bdwfl,0 8
be7eo,2 3 5 6
be8or,0 2 8
bemyk,0 2 5 6 7 8
berdj,1 2 5 6 8
bey4p,1 2 3 5 6
bfmq5,1 2 6 8
bfnqt,2 5 6
bfwg5,0 5 6 8
bfxze,2 6 8
bfzh7,0 1 2 5 6 8
bg499,2 4 5 6
bg9go,3
bge8a,1 2 3 4 5 6 7
bgi12,2 3 5 6
bgkoh,1 2 4 5 6 8
bgsqq,0 1 2 5 6
bguzp,1 2 5 6 8
bgvtw,1 2 4 5 6 7
bgykl,1 2 3 4 5 6
bh7ej,0 3 5 6
bhc6f,5 6 8
bhd7m,2 3 5 6 8
bhewd,0 1 2 6 7
bhid0,0 1 2 5 6 8
bhiz4,0 3 5 6 8
bhm9m,8
bhsec,1 2 5 6 7
bhuuf,6 8
bhxt4,2 5 7 8
bi8m9,2 5 6
bieri,0 1 2 5 6 8
biih2,0 1 2 4 5 6
biimc,0 2 5 6 8
biimt,0 2 5 6 8
bin88,1 2 5 6
bincx,1 2 3 5 6
binvo,1 2 3 5 6 8
bitj0,0 8
biuul,8
biuwl,1 2 5 6
bivi1,0 8
bj097,2 4 5 6
bj8tx,1 2 5 6
bjfkn,1 2 4 5 6 7
bjhkq,0 2 5 6 7
bjif4,0 2 5 6
bjq4i,1 2 4 5 6 7
bjqlj,1 2 5 6 8
bjzti,2 3 4 5 6
bk4l1,1 2 3 5 6 8
bk60g,1 2 4 5 6 7 8
bk6wx,0 1 2 5 6 8
bk70b,2 5 6 8
bk7um,1 2 3 5 6 8
bkgin,1 2 3 5 6 8
bknh1,5 6
bkwrq,1 2 3 5 6 7 8
blg4r,1 2 5 6 7
bllam,1 2 4 5 6
blm6f,1 2 3 5 6 8
blq5d,1 2 5 6 8
blsco,1 2 4 5 6
blvew,2 3 4 5 6
blxg3,1 2 5 6 7 8
bm82o,0 5 6 8
bmb4s,1 2 3 5 6
bmehb,2 3 5 6 8
bmrn0,2 3 5 6 8
bmuet,0 1 2 3 5 6 8
bmz5l,0 8
bn5ei,1 2 3 5 6
bn6dw,2 5 6 8
bn7qg,1 2 3 5 6 8
bnira,0 1 5 6 8
bnist,2 5 6
bnq69,0 6 8
bo1vb,1 2 3 5 6 8
bo3g2,1 2 4 5 6 7
bo86f,2 4 5 6
bo98n,0 6 8
boa6i,1 2 3 5 6 8
bos09,0 2 5 6 8
boutd,1 2 5 6 8
bozes,1 2 3 5 6 8
bp483,1 2 5 6 8
bp4p5,1 2 4 5 6 7
bp50e,1 2 4 6 8
bpdgs,1 2 5 6 8
bpgjp,1 2 5 6 7 8
bphcp,2 5 6 8
bppw2,2 5 6 8
bpq3x,1 2 3 5 6 8
bpql8,1 2 5 6
bprmu,0 8
bq133,1 2 4 5 6 7 8
bq1w2,1 2 5 6
bq1z6,1 2 5 6 8
bq4jh,2 5
bq8ol,2 5 6 8
bqdqi,2 5 6 8
bqi1m,1 2 3 4 5 6 7
bqi49,1 2 5 6
bqi7y,1 2 4 5 6 7
bqoqy,1 2 5 6 7
br799,2 5 6 8
br8ja,1 2 3 5 6 8
brn4r,0 1 2 5 6 8
brro2,0 1 2 3 5 6 8
brw9f,0 3 5 6 8
bryfz,1 2 5 6 8
bsokc,2 3 5 6 8
bt1v0,1 2 4 5 6 7
btbfp,1 2 4 5 6 7
btfnb,2 5 6 8
btgg3,2 5 6 8
btovy,1 2 5 6 8
btpv5,0 5 6 8
btqkn,0 5 8
btwnb,1 2 3 5 6 8
bu0gu,1 2 5 6 8
bu8uq,1 2 4 5 6
bu9cj,8
buaje,1 2 5 6
buh18,1 2 5 6 8
buns2,0 5 8
buwar,1 2 5 6 7
bv1ga,1 2 3 5 6
bv1rs,1 2 3 5 6 8
bv4xd,0 1 2 5 6 8
bvb54,1 2 4 5 6 7 8
bvhij,0 1 2 6 7
bvmhs,0 1 5 6 8
bvrzf,1 2 5 6
bvswu,2 5 6
bvw6i,0 8
bwkmd,0 1 2 5 6 8
bwte0,0 5 6 7 8
bwzfd,0 1 2 4 5 6
bx486,2 5 6 8
bx537,1 5 8
bxdh2,0 2 5 6 8
bxjop,1 2 3 5 6 8
bxkle,1 2 5 6
by961,0 1 2 6
byadx,1 2 3 5 6 8
bygel,2 5 6
byogk,0 2 5 6 8
bypi0,0 6 8
byy4n,1 2 3 5 6 8
byzh0,0 5 6 8
bz1kz,0 8
bz4gv,1 2 3 5 6 8
bz8sk,0 1 2 3 5 6
bzajo,0 3 5 8
c0267,3 6 8
c03bj,0 8
c056s,2 5 6 8
c06ko,1 2 5 6
c09gq,1 2 5 6
c0awg,0 8
c0c21,0 2 3 5 6 8
c0c69,1 2 5 6
c0fui,0 1 2 5 6 7 8
c0j90,8
c0kee,1 2 5 6
c0kqp,0 1 2 5 6 8
c0m63,3 6 8
c0rij,0 5 6 7 8
c0ruo,0 1 2 5 6 7
c1955,1 2 4 5 6
c1ae5,1 2 5 6 8
c1aqa,5 6
c1dt5,0 5 6 8
c1f27,2 5 6 8
c1u5t,1 2 5 6
c1vav,0 5 8
c242q,1 2 3 5 6 8
c2ak0,1 2 5 6 8
c2dgn,1 2 5 6 8
c2i4z,0 1 2 5 6 8
c2i7t,1 2 4 5 6
c2kpf,0 8
c2lqa,1 2 3 4 5 6 7
c30ad,1 2 5 6 8
c383h,1 2 5 6
c3ahn,0 1 5 6 8
c3hi2,0 1 2 5 6 8
c3hrh,1 2 3 5 6 8
c3mzv,1 2 4 5 6
c3v8f,1 2 5 6
c3xi0,0 1 2 4 5 6 8
c3zfb,2 5 6 8
c40su,2 5 6 8
c43w2,0 8
c44oq,1 2 4 5 6
c4kph,0 1 2 5 6 8
c4s91,0 1 2 4 5 6 7 8
c4u77,1 2 4 5 6 7
c53tp,0 1 2 5 6 8
c54p0,0 1 2 5 6 8
c552m,1 2 4 5 6
c55s5,0 1 2 5 8
c5658,0 1 2 5 6 8
c56dq,1 2 5 6 8
c5gs3,0 1 2 3 5 6
c5n9b,1 2 3 4 5 6
c5s1l,0 1 2 5 6
c5zl4,1 2 4 5 6
c61dv,0 5 6 8
c61z8,0 1 2 4 6 8
c6502,0 2 5 6 8
c6epd,1 2 5 6 8
c6hln,2 5 6 8
c6mqe,0 1 2 4 5 6
c738d,2 5 6 8
c7cxv,0 2 6 8
c7d8a,1 2 4 5 6
c7dqb,2 5 6
c7emh,0 1 2 5 8
c7jw4,1 2 5 6
c80l1,1 2 3 5 6 8
c82if,0 8
c84yr,3 6 8
c861k,2 5 6 8
c8662,1 2 3 5 6 8
c86qe,1 2 3 5 6
c8cot,1 2 5 6 8
c8fco,1 2 3 5 6
c8g1q,1 2 5 6
c8ib0,1 2 5 6 8
c8jtc,1 2 5 6 7
c8shl,0 2 6 8
c8tdr,1 2 4 5 6 7
c8ths,0 8
c8tpv,1 2 3 5 6
c8vbk,1 2 5 6 8
c95ir,0 1 2 4 5 6
c99uq,1 2 3 5 6 8
c9ahk,1 2 5 6 8
c9f4a,1 2 5 6 8
c9lu2,0 8
c9rd0,0 2 5 6
c9uub,0 1 2 5 6
c9xd3,1 2 5 6
ca1j0,1 2 4 7 8
ca3ve,6 8
ca7u3,1 2 5 6
caa9l,1 2 5 6
caawj,2 3 5 6 8
caf1n,1 2 5 6 8
cah7u,2 5 6
caq7f,0 2 6 8
casr9,0 2 5 6 8
cawtj,1 2 5 6
caxpz,1 2 5 6 7 8
cb1v8,0 4 5 6
cb9bh,1 2 5 6 8
cbeoe,1 2 5 6 8
cbf8m,0 1 2 4 5 6
cbivv,0 1 6 8
cbj7d,1 2 5 6 8
cbomr,2 5 6 7 8
cbwxv,1 2 3 5 6
cc698,1 2 5 6
ccazo,1 2 5 6 8
ccfm7,0 1 2 5 6 8
ccist,1 2 5 6
ccon1,1 2 3 4 5 6
ccpi9,0 1 2 5 6
cd0r4,0 1 2 3 5 6
cd27y,1 2 5 6 7 8
cd9cd,2 3 5 6 8
cdetc,1 2 3 5 6 8
cdoz9,2 3 5 6
cduig,1 2 5 6 8
cdvux,0 2 5 6 8
ce11y,0 2 5 6 8
ce342,1 2 5 6 8
ce730,1 2 3 4 5 6
ce9yz,1 2 4 5 6 8
ceak9,1 2 4 5 6 7
ceb43,1 2 4 5 6
ceejn,1 2 5 6 8
ceg7m,1 2 5 6 8
cej7r,1 2 4 5 6 7
cel0m,0 2 5 6 8
cffws,2 5 6
cfh8i,0 2 5 6 7 8
cfiuc,0 1 2 5 6 8
cfvwj,1 2 5 6 8
cfyon,0 1 2 4 5 6 8
cg5t8,0 2 5 6 8
cgeek,1 2 5 6 8
cgfay,1 2 4 5 6 7
cgfpg,0 2 5 8
cgisj,1 2 5 6
cgvn3,1 2 5 6 8
cgvtr,2 3 6 8
cgysx,0 1 2 4 5 6 8
ch13m,0 1 2 5 6 8
ch14a,1 2 4 5 6 7
ch30h,1 2 4 5 6 7
chd7k,2 5 6 8
chici,0 1 2 5 6 8
chigj,1 2 6
chl2q,1 2 5 6
ci5st,1 2 3 5 6 8
ci6sb,1 2 3 4 5 6 7
cia5l,1 2 5 6
cic9r,1 2 5 6 7
cietn,0 2 6 8
cige3,2 5 6 8
cijo0,0 1 2 5 6 8
cip5l,0 1 2 5 6
cipvu,0 8
ciqfq,1 2 5 6
cisu1,1 2 4 5 6 7
cixf7,0 1 2 4 5 6
cj110,2 6 8
cj23y,0 8
cj5x9,1 2 5 6 8
cj9bd,0 2 5 6
cjgc2,1 2 3 5 6 8
cjjlp,1 2 3 5 6 8
cjjx9,0 1 2 4 5 6 7
cjtpj,0 1 2 3 5
ck28n,1 2 5 6 8
cka0m,1 2 4 5 6
ckb27,6 8
ckhd1,2 5 6 8
ckqpr,0 8
ckr99,0 5 6 8
cks78,1 2 3 5 6 8
cksrt,2 3 4 5 6 8
cl88k,1 2 3 4 5 6 8
claad,0 1 2 6 8
clkj5,1 2 3 4 5 6 7
clq9z,0 1 2 5 6 8
clr6m,1 2 3 5 6 8
clvg8,0 1 2 5 6
cm1v6,0 1 2 5 6 8
cm75x,1 2 3 5 6
cm7sz,0 2 5 6 8
cmcjl,1 2 3 5 6
cmmyh,1 2 3 5 6
cmw8g,1 2 4 5 6 7
cnb0e,0 1 2 5 6 7
cnb8g,1 2 5 6
cnffw,0 8
cnfkt,0 1 2 5 6 7 8
cnkt7,2 3 5 6 8
cnnvf,0 1 8
cno2q,2 3 5 6 8
cnplc,2 3 5 6 8
co5kx,2 4 5 6 8
co7bu,0 1 2 5 6 7 8
coaa6,0 2 5 6 8
coasl,2 5 6 8
coast,1 2 3 5 6 8
cog1w,1 2 5 6 8
com2g,1 2 5 6 8
cou9n,0 8
cow4g,1 2 5 6
cp1vk,0 1 2 4 5 6 8
cp2gm,1 2 6 8
cp8jw,0 2 6 8
cpazv,1 2 5 6
cpcrd,0 8
cpdnz,2 5 6 8
cphr3,1 2 5 6
cpii4,2 3 5 6 8
cpjkj,0 2 5 6 8
cppbu,1 2 3 5 6
cpry0,1 2 3 4 5 6 7
cpxub,0 8
cpy4o,1 2 3 5 6 8
cqapb,2 3 5 6 8
cqcf2,2 3 5 6 8
cqezp,1 2 3 5 6 8
cqk3e,1 2 5 6
cqvc5,1 2 5 6
cr0pl,2 3 5 6 8
cr5ou,2 3 5 6 8
crdnt,0 1 3 8
crelj,1 2 5 6 8
crjol,2 4 5 6 8
croy8,1 2 3 5 6 8
crqg5,0 1 2 4 5 6 8
cs0xj,1 2 5 6 8
cs4dj,1 2 3 5 6
cs5gb,1 2 5 6 8
cs5x4,0 6 8
csbb2,1 2 4 5 6 7
csfq3,2 4 5 6
cshax,0 3 4
cszq3,0 2 5 6 7 8
ct1xo,1 2 4 5 6 8
ct2v2,1 2 3 5 6 8
ct5q1,1 2 4 5 6 7
ctb9z,1 2 4 5 6
ctgnv,0 5 6 8
ctj7f,1 2 5 6 8
ctlrz,0 2 5 6 7 8
ctno3,1 2 3 5 6 8
ctno8,1 2 4 5 6 7
ctri5,1 2 3 4 5 6 7
ctx13,0 1 8
ctxk9,1 2 5 6
ctyha,1 6 8
ctyjr,1 2 3 4 5 6 7 8
cu3w5,1 2 5 6
cufwu,2 3 5 6 8
cuhxt,2 5 6 8
cujkv,4 5 6 7 8
culwn,1 2 5 6 7
culx3,2 5 6 8
cuof8,1 2 5 6
cuwyc,0 5
cv9h6,1 2 5 6
cvadb,1 2 4 5 6 7
cvfn9,1 2 3 5 6 8
cvfzg,1 2 5 6
cvos6,0 1 2 5 6
cvotk,0 2 5 6
cvtn9,0 1 2 6 8
cvxrb,0 8
cvzul,1 2 5 6 8
cw5zr,1 2 3 5 6
cw8in,1 2 5 6 7 8
cwc93,2 5 8
cx2m2,1 2 3 5 6 8
cx4eh,2 4 5
cx5k8,1 2 3 5 6 8
cx88r,2 3 5 6 8
cxpbw,1 2 4 5 6 7
cxtgr,1 2 4 5 6 7
cybp4,1 2 3 5 6
cyl9q,0 1 2 4 5 6 7
cyu67,1 2 4 5 6
cywms,0 1 2 5 6
cywr3,1 2 4 5 6 7
cz03h,2 5 6 8
cz1fc,0 1 2 4 5 6 7
cz24x,1 2 4 5 6
cz2g9,2 5 6 8
cz2sn,1 2 4 5 6
cz57i,1 2 3 5 6
cz703,2 5 6 8
czh3x,2 3 5 6 8
czknr,2 5 6 8
czl5i,2 3 5 6 8
czt3b,1 2 5 6 8
czvu4,1 2 5 6
d06ln,1 2 5 6
d0duk,1 2
d0f75,1 2 3 5 6
d0fb3,0 1 2 5 6
d0fha,1 2 5 6 8
d0h48,2 5 6 8
d0n9j,1 2 4 5 6
d0tpw,0 8
d0yfe,1 2 4 5 6
d0zo6,0 1 2 4 5 6 7 8
d169e,6 8
d17zn,1 2 4 5 6 7
d1dka,0 8
d1mbt,2 5 6 8
d1mw4,1 2 4 5 6
d1swh,1 2 5 6 7
d1w5v,2 4 5 6
d1we4,1 2 4 5 6 7
d2cqh,1 2 5 6
d2l3h,6 8
d2li4,1 2 3 5 6
d2mls,2 3 5 6 8
d2q34,1 2 3 5 6 8
d2wt0,1 2 5 6 8
d2wxj,1 2 5 6
d2xms,0 1 2 5 6 8
d314p,2 5 6
d3278,1 2 5 6 8
d34da,0 1 2 5 6
d38m5,1 2 5 6 8
d39vl,0 2 5 6 8
d3inn,0 1 2 5 6 8
d3loy,2 3 5 6 8
d3t1e,2 5 6 8
d3t7y,1 2 3 5 6 8
d3tt1,1 2 5 6
d3ynl,1 2 4 5 6 7
d3z2n,6 8
d447w,2 5 6
d4d62,0 1 2 5 6 8
d4ec3,1 2 5 6 8
d4fx5,1 2 3 4 5 6 8
d4o3p,0 2 5 6
d4p59,1 2 5 6 8
d4s11,1 2 5 6 8
d4v3v,1 2 3 5 6
d4ysv,1 6
d4yui,1 2 4 5 6 7
d4zlk,1 2 3 5 6
d528z,0 5 6 8
d53jb,1 2 4 5 6 8
d55xw,1 2 5 6 7
d584n,1 2 4 5 6
d5czq,0 1 2 5 6 8
d5fh2,1 2 5 6 8
d5jut,2 5 6 8
d5n9f,1 2 4 5 6 7
d5qvn,1 2 5 6 8
d65mf,2 5 6
d68oo,1 2 8
d6ebm,2 5 6 8
d6f4h,0 2 5 6 8
d6jkm,0 5 6
d6kca,0 8
d6ujh,2 3 5 6
d6unw,1 2 5 6 8
d6ym4,1 2 3 5 6
d6z7e,2 4 5 6
d70r2,0 1 2 4 5 6 7
d72s9,1 2 5 6
d74of,2 5 6 8
d775c,1 2 5 6 7
d7awj,0 3 8
d7d0d,1 2 5 6 8
d7ko8,1 2 5 6
d7n2t,1 2 4 5 6
d7v0h,1 2 4 5 6 7 8
d7ywu,1 2 5 6
d8kqe,0 1 2 4 5 6 7 8
d8kun,0 1 2 3 5 6 8
d8mx1,1 2 3 4 5 6
d8t4i,2 5 6 8
d9697,1 2 5 6
d99b9,6 8
d9duy,1 2 3 5 6 8
d9lar,0 2 5 6 8
d9mxa,1 2 5 6
d9tw9,0 1 2 5 6 8
d9y9d,2 5 6 8
d9zad,1 2 5 6 7
dahdp,2 3 6
datj5,0 1 2 5 6 7 8
dax4f,1 2 3 5 6
daz05,1 2 3 5 6 8
db1xk,1 2 5 6
db26h,1 2 4 5 6 7
db2ly,0 2 5 6 8
db7ms,1 2 5 6
dbfed,1 2 3 5 6 8
dbghw,1 2 5 6
dbifq,1 2 4 5 6
dbjxf,0 1 2 4 5 6 7
dbpv3,0 8
dc0hh,1 2 5 6 8
dc11r,1 2 5 6 8
dc5z4,2 5 6 8
dcc3h,2 3 5 6 8
dcdn2,5 6 8
dcm19,2 5 6 7 8
dcq6o,0 1 2 4 5 6 8
dct6r,0 8
dcyrg,2 5 6
dd65i,1 2 5 6
