business_id,class1,class2,class3,class4,class5,class6,class7,class8,class9
qgyon,0,0,1,1,0,1,1,0,1
qh380,0,0,1,0,0,1,1,1,0
qh5rf,0,0,1,1,0,1,1,0,0
qh7aj,0,0,1,1,0,1,1,0,1
qh8zy,0,0,1,1,0,1,1,0,1
qh9vz,0,0,1,1,0,1,1,0,1
qhcbe,0,0,1,1,0,1,1,0,0
qhdiv,0,0,1,1,0,1,1,0,1
qheg7,0,0,1,1,0,1,1,0,1
qhkof,0,0,1,1,0,1,1,0,1
qi2bx,0,0,0,1,0,1,1,0,1
qidfu,0,0,1,1,0,1,1,0,0
qilt0,1,0,0,1,0,0,0,0,1
qipzz,0,0,0,1,0,1,1,0,1
qis3e,0,0,0,1,0,1,1,0,1
qiz26,0,0,1,1,1,1,1,0,0
qj4pg,0,0,1,1,0,1,1,0,1
qj69w,0,0,1,1,0,1,1,0,0
qj7ec,0,0,1,1,0,1,1,0,1
qj9fp,0,0,1,1,0,1,1,0,1
qjb05,0,0,1,1,1,1,1,0,0
qjnkh,0,0,1,1,0,1,1,0,1
qjnvw,0,0,1,1,0,1,1,0,1
qjo7o,0,0,1,0,0,1,1,1,1
qjwhc,0,1,1,1,1,1,1,1,0
qk05s,0,0,1,1,0,1,1,0,0
qk6ze,0,0,1,0,0,1,1,0,0
qkabt,0,0,1,1,0,1,1,0,1
qkhky,1,0,0,1,0,0,0,0,1
qkskc,0,0,1,1,0,1,1,0,1
qkvnm,0,0,1,1,0,1,1,0,1
ql5yn,0,0,1,1,0,1,1,0,0
qlai0,0,0,1,1,0,1,1,0,0
qlc8q,0,0,1,1,0,1,1,0,1
qlg69,0,0,1,1,0,1,1,0,1
qlmgj,0,0,1,1,0,1,1,0,1
qlmt1,0,0,1,1,0,1,1,0,1
qlonu,0,0,1,1,0,1,1,0,1
qlpqu,0,0,1,0,1,1,1,0,1
qlty8,0,0,1,1,0,1,1,0,1
qlx5g,0,1,1,1,0,1,1,0,0
qlzf1,0,0,0,1,0,1,1,0,1
qmkbe,0,0,1,1,0,1,1,0,0
qmour,0,0,1,1,0,1,1,0,1
qmulq,0,0,1,1,0,1,1,1,0
qn36i,0,0,1,1,0,1,1,0,0
qn7k7,0,0,1,0,1,1,1,0,0
qna64,0,0,1,1,0,1,1,0,0
qncla,0,0,1,1,0,1,1,1,1
qnelx,0,0,1,1,0,1,1,0,1
qnkq9,0,0,0,1,0,1,1,0,1
qntb6,0,0,1,1,0,1,1,0,1
qnxh1,0,1,1,1,0,1,1,1,0
qocvw,0,1,1,1,1,1,1,1,0
qoena,0,1,1,1,1,1,1,0,0
qohb1,0,0,0,0,0,0,1,0,1
qohhk,0,0,1,1,0,1,1,0,1
qojn7,0,1,1,1,1,1,1,1,0
qonem,0,0,0,1,0,1,0,0,1
qopp0,0,0,1,1,1,1,1,0,1
qovf1,0,1,1,1,1,1,1,1,0
qozj4,0,0,1,1,0,1,1,0,1
qp0j9,0,0,1,1,1,1,1,0,1
qpfqn,0,0,1,1,0,1,1,0,1
qpfre,0,0,1,0,1,1,1,1,0
qpl03,0,0,0,1,0,1,1,0,1
qpo9n,0,0,1,1,0,1,1,0,0
qpqge,0,0,1,1,0,1,1,0,0
qpz3d,0,0,1,1,0,1,1,0,1
qq4th,0,1,1,1,0,1,1,1,0
qqdic,0,1,1,1,1,1,1,0,0
qqnhu,0,0,1,1,0,1,1,0,1
qqs38,0,0,1,1,0,1,1,0,1
qqt8y,0,0,1,0,0,1,1,0,1
qraav,0,0,0,1,0,0,1,0,1
qrfx4,0,0,1,1,1,1,1,0,0
qrgjc,0,0,1,1,0,1,1,0,1
qrkm7,1,1,1,1,0,1,1,0,1
qrme7,0,0,1,0,0,1,1,0,1
qrofu,0,0,0,1,0,0,1,0,1
qrofy,1,0,0,0,0,0,0,0,1
qs5l6,0,0,0,1,0,1,0,0,1
qs9j3,0,0,0,1,0,1,0,0,1
qsc4t,0,1,1,1,0,1,1,0,1
qsc9j,0,0,1,1,0,1,1,1,0
qsq4w,0,1,1,1,0,1,1,0,1
qsu7e,0,0,1,0,0,1,1,1,0
qsvmk,0,0,0,1,0,1,1,0,1
qt20a,0,1,1,0,0,1,1,0,0
qt76u,0,0,1,1,0,1,1,0,1
qt883,0,0,1,1,0,1,1,0,0
qt8ho,0,0,1,1,0,1,1,0,0
qtg7s,0,0,1,1,0,1,1,0,1
qtgtn,0,0,1,1,0,1,1,0,1
qtoam,1,0,0,1,0,0,0,0,1
qts5c,0,0,0,1,0,0,0,0,1
qtssp,0,0,1,1,0,1,1,0,1
qttww,0,0,1,1,0,1,1,0,1
qtuwc,0,0,0,1,0,1,1,0,1
qu0be,0,0,0,1,0,0,0,0,1
qu2k0,0,1,1,0,1,1,1,0,0
qu45w,0,0,1,1,0,1,1,0,1
qu7uw,0,0,1,1,0,1,1,0,1
quch9,0,1,1,1,0,1,1,0,1
quiym,0,0,1,1,0,1,1,0,1
qut8c,0,0,0,0,0,0,1,0,1
quvf6,0,0,1,1,0,1,1,0,1
quxrx,0,0,1,1,0,1,1,0,1
qv24k,1,0,0,1,0,0,0,0,1
qv8or,0,1,1,0,1,1,1,0,1
qv9ci,0,0,0,1,0,1,1,0,1
qvc51,0,0,1,0,1,1,1,0,0
qvcn8,0,0,0,1,0,1,0,0,1
qve4k,0,0,1,1,0,1,1,0,1
qvlln,0,0,1,1,0,1,1,0,1
qvoeh,0,1,1,0,1,1,1,0,0
qvpjd,0,0,1,1,0,1,1,1,0
qvwyu,0,0,1,1,0,1,1,0,1
qw6hp,0,0,1,1,0,1,1,0,1
qw6x0,0,0,0,1,0,1,1,0,1
qw7vl,0,0,1,0,0,1,1,0,1
qwanr,0,0,1,1,0,1,1,0,1
qwox8,0,1,1,1,0,1,1,0,0
qx43c,0,0,1,1,0,1,1,0,0
qx4nc,0,0,1,0,1,1,1,0,0
qx50t,0,0,0,1,0,1,1,0,1
qxcoq,0,1,1,1,0,1,1,0,0
qxfj7,0,0,1,0,0,1,1,0,1
qxfwi,0,0,1,1,0,1,1,0,1
qxkrv,0,0,1,1,0,1,1,0,1
qxvoo,0,0,0,1,0,0,0,0,1
qxxnc,0,0,1,1,0,1,1,0,1
qy3wt,0,0,1,1,1,1,1,0,1
qy7e5,0,0,1,1,0,1,1,0,1
qyg4d,0,1,1,1,1,1,1,0,0
qyopz,0,0,1,1,0,1,1,0,1
qyuwi,0,1,1,1,1,1,1,1,0
qz1fc,0,0,1,1,0,1,1,0,1
qzh1z,0,0,0,1,0,1,1,0,1
qzqhw,0,0,1,1,0,1,1,0,1
qzvnu,0,1,1,1,1,1,1,0,1
r02jb,0,0,1,1,1,1,1,0,0
r02lt,0,0,1,1,0,1,1,0,1
r03z7,0,1,0,0,0,1,1,0,1
r0cpo,0,0,1,1,1,1,1,1,0
r0dil,0,0,1,1,0,1,0,0,1
r0ebx,0,0,1,1,0,1,1,0,1
r0h8v,0,0,1,1,0,1,1,0,0
r0icd,1,0,1,0,0,0,1,0,1
r0nrp,0,0,1,1,1,1,1,0,1
r0yk0,0,0,1,1,0,1,1,0,1
r10r9,0,1,1,0,0,1,1,0,1
r11bz,0,1,1,1,1,1,1,1,0
r1333,1,0,0,1,0,1,1,0,1
r13hu,0,0,1,0,0,1,1,0,1
r14wc,0,0,0,1,0,1,1,0,1
r19n1,0,0,0,1,0,0,0,0,1
r1do6,0,0,1,1,0,1,1,0,1
r1e7i,0,0,0,1,0,1,1,0,1
r1h2n,0,0,1,1,0,1,1,0,0
r1iil,0,0,0,0,0,0,1,0,1
r1jgj,0,0,0,1,0,1,1,0,1
r1uj6,0,0,1,1,1,1,1,1,0
r1y3z,1,0,0,1,0,0,0,0,1
r265j,0,0,1,1,0,1,1,0,0
r26ek,0,0,1,1,0,1,1,0,1
r2e3v,0,0,1,1,0,1,1,0,1
r2eho,0,0,1,1,0,1,1,1,0
r2fdg,0,0,1,1,0,1,1,0,1
r2gem,0,0,1,1,1,1,1,0,0
r2izz,0,0,0,1,0,1,1,0,1
r2me6,0,0,1,0,1,1,1,1,0
r2obk,0,0,1,1,0,1,1,0,0
r2omc,0,0,1,0,1,1,1,0,0
r2ro7,0,0,1,1,0,1,1,0,0
r2t0y,0,1,1,1,0,1,1,0,1
r2uen,0,0,1,1,0,1,1,0,1
r2zm2,0,0,1,1,1,1,1,1,1
r35rk,0,0,1,1,1,1,1,0,1
r35su,0,0,1,1,0,1,1,0,1
r39kn,0,0,1,1,1,1,1,0,0
r3b6p,0,0,0,1,0,0,0,0,1
r3bqe,0,1,1,1,1,1,1,0,0
r3ev8,0,0,0,1,0,1,1,0,1
r3fgc,0,0,0,1,1,0,1,0,1
r3lh6,0,0,1,1,0,1,1,0,0
r3sl8,0,0,1,1,0,1,1,0,0
r3u95,0,0,1,0,0,1,1,0,1
r3xre,0,0,1,0,0,1,1,0,1
r3yvd,0,0,1,1,0,1,1,0,1
r43um,0,0,1,1,0,1,1,1,0
r478r,0,0,1,1,0,1,1,0,1
r48na,0,0,1,1,0,1,1,0,1
r4hcx,0,1,1,1,0,1,1,0,1
r4ibd,0,0,1,1,0,1,1,0,1
r4n32,0,1,1,0,1,1,1,1,1
r4ot5,0,0,1,1,0,1,1,0,1
r4t9g,0,0,1,1,0,1,1,0,1
r4ufo,0,0,0,1,0,1,0,0,1
r4wj5,0,0,0,1,0,1,1,0,1
r53ho,0,1,1,1,1,1,1,1,0
r546q,0,0,1,1,0,1,1,0,0
r5ldz,0,0,1,1,0,1,1,0,0
r5lj2,0,0,1,1,0,1,1,0,0
r5md1,0,0,1,1,0,1,1,0,1
r5t6q,0,0,1,1,1,1,1,1,0
r5vvl,0,0,1,1,1,1,1,0,1
r628o,0,0,1,1,0,1,1,0,1
r629t,0,0,1,1,0,1,1,0,0
r63g3,0,0,1,1,1,1,1,0,0
r6494,0,1,1,1,0,1,1,0,0
r6fub,0,0,1,1,1,1,1,0,1
r6idm,0,0,1,1,0,1,1,0,1
r6imr,0,1,1,1,1,1,1,0,0
r6l8r,0,0,1,1,0,1,1,0,1
r6m2l,0,0,1,0,1,1,1,0,0
r6mww,0,0,1,1,0,1,1,0,0
r6r6b,0,1,1,1,0,1,1,0,0
r6rbg,0,0,1,1,0,1,1,0,1
r6s1i,0,0,1,1,0,1,1,0,1
r6xd7,0,1,1,1,0,1,1,0,0
r70q9,0,0,1,1,0,1,1,0,1
r7b0l,0,0,1,1,1,1,1,0,1
r7cam,1,0,0,1,0,0,0,0,1
r7f8t,0,1,1,1,1,1,1,1,1
r7j4s,0,1,1,1,1,1,1,0,0
r7jml,0,1,1,1,0,1,1,0,0
r7jzw,0,0,1,1,0,1,1,0,1
r7p58,0,0,0,1,0,1,1,0,1
r7pyb,0,0,1,1,0,1,1,0,1
r7r0h,0,0,0,1,0,1,1,0,1
r7twc,0,0,1,1,0,1,1,0,0
r7vpj,0,0,1,1,0,1,1,0,1
r7ypc,0,0,1,0,0,1,1,0,0
r7zzs,0,0,1,1,0,1,1,0,1
r883m,0,0,0,1,1,0,0,0,1
r8890,0,0,1,1,0,1,1,0,1
r891p,0,0,1,1,0,1,1,0,1
r8920,0,0,1,1,0,1,1,0,0
r8arj,0,0,1,1,0,1,1,0,1
r8ffw,0,0,1,1,0,1,1,0,1
r8ggw,0,0,1,1,1,1,1,1,0
r8jox,0,0,1,0,0,1,1,0,1
r8vbo,0,1,1,1,0,1,1,1,0
r95or,0,0,0,1,1,1,1,0,0
r9iie,0,1,1,1,0,1,1,0,0
r9k83,0,0,1,1,0,1,1,1,1
r9s34,0,0,1,1,0,1,1,0,1
r9s7q,0,0,0,1,0,0,0,0,1
ragpe,0,0,0,1,0,1,0,0,0
rahy9,1,0,0,1,0,0,0,0,1
rb84f,0,0,1,1,0,1,1,0,0
rbe7u,0,0,1,0,0,1,1,0,0
rbpbj,0,0,1,1,0,1,1,1,1
rbyck,0,0,1,1,0,1,1,0,1
rc3zr,0,0,0,1,0,1,0,0,1
rc8pl,0,1,1,1,0,1,1,0,1
rcc5l,0,0,0,1,0,1,1,0,1
rcegl,0,0,1,1,0,1,1,0,1
rcepr,0,1,1,0,1,1,1,1,0
rchdw,0,0,1,1,0,1,1,0,1
rck0s,0,0,1,1,0,1,1,0,1
rco2l,0,0,1,1,0,1,1,0,1
rco53,0,0,1,1,0,1,1,0,1
rd2bw,0,0,1,1,0,1,1,0,0
rdaop,0,0,1,1,0,1,1,0,1
rdbnx,0,0,0,1,0,1,0,0,1
rdhm6,0,0,1,1,0,1,1,0,1
rdufp,0,0,0,1,0,1,1,0,1
rdupw,0,0,1,1,0,1,1,0,1
re22l,0,0,0,1,0,0,0,0,1
ree0a,0,0,1,1,0,1,1,0,1
regab,0,0,1,1,0,1,1,0,1
rehd9,0,0,1,1,0,1,1,0,1
relq0,0,0,0,1,0,1,0,0,1
relxg,0,0,1,1,0,1,1,0,1
remw4,0,0,0,1,0,0,0,0,1
renhb,0,0,1,0,0,1,1,0,1
repyq,0,0,1,1,0,1,1,0,1
req7q,0,0,1,1,1,1,1,0,1
rf0c0,0,0,1,1,0,1,1,0,1
rf3se,0,1,1,1,1,1,1,0,0
rf5a4,1,0,0,1,0,0,0,0,1
rfcos,1,0,0,1,0,0,0,0,1
rff1x,0,0,0,1,0,1,0,0,1
rfj9i,0,0,1,1,0,1,1,0,1
rfkhq,1,0,0,1,0,0,0,0,1
rfqlz,0,0,1,1,1,1,1,1,0
rfwc4,0,0,1,1,1,1,1,0,0
rg5rw,0,0,1,1,0,1,1,0,1
rg8om,0,0,1,1,0,1,1,0,1
rgbcm,0,0,1,1,0,1,1,0,0
rgee8,0,0,1,0,0,1,1,0,0
rgquk,1,0,1,0,0,1,1,0,1
rh1ko,0,0,0,1,0,1,1,0,1
rh1n4,0,1,1,1,1,1,1,0,0
rhbgm,0,0,1,0,0,1,1,0,1
rhfxr,0,1,1,0,0,1,1,0,0
rhhad,0,0,1,1,0,1,1,0,1
rhumn,0,0,1,1,0,1,1,0,1
rhwpo,1,0,0,0,0,0,1,0,1
riduw,0,0,1,1,0,1,1,0,0
rihf8,0,1,1,1,0,1,1,0,0
riivl,0,0,1,1,0,1,1,0,1
rioco,0,1,1,1,1,1,1,0,0
riokr,0,0,1,0,0,1,1,0,1
rirg4,0,0,1,1,0,0,1,0,1
rit7n,0,0,1,1,0,1,1,0,1
rj3fl,0,0,1,1,0,1,1,0,0
rj3mi,0,0,0,0,0,1,1,0,1
rj45r,0,1,1,1,1,1,1,1,0
rj5da,0,0,1,1,1,1,1,0,1
rjac4,0,0,0,1,0,1,1,0,1
rjc4b,0,0,1,1,0,1,0,0,1
rjjuy,0,0,1,1,0,1,1,0,1
rjmvs,0,0,1,1,0,1,1,0,1
rjopf,0,0,1,1,1,1,1,1,0
rjueo,0,0,1,1,0,1,1,0,1
rjvrc,0,0,1,1,0,1,1,0,1
rk3ap,0,0,0,1,0,1,1,0,1
rk3xz,0,1,1,1,0,1,1,0,0
rka08,0,0,1,1,0,1,0,0,0
rkc0d,0,0,1,1,0,1,1,0,1
rl51r,0,1,1,1,1,1,1,0,0
rl60c,1,0,0,0,0,1,1,0,1
rl6ij,0,0,1,1,0,1,1,0,0
rl851,1,0,0,1,0,0,0,0,1
rlb9o,0,0,1,1,0,1,1,0,1
rlclj,0,0,0,1,0,1,0,0,1
rlg63,0,0,0,1,0,1,1,0,0
rljgv,0,0,1,1,0,1,1,0,1
rlk27,0,0,1,1,0,1,0,0,1
rlkd0,0,1,1,0,0,1,1,0,1
rlmqs,0,0,1,1,0,1,1,0,0
rlop8,0,1,1,1,0,1,1,0,1
rlvs8,0,1,1,1,1,1,1,1,0
rm2rm,0,0,1,1,0,1,1,0,1
rm2th,0,0,1,0,1,1,1,1,0
rm3ho,1,0,0,0,0,0,1,0,1
rm8bz,0,1,1,0,1,1,1,0,0
rm8w3,0,0,1,1,0,1,1,1,1
rmhux,0,1,1,1,0,1,1,0,0
rmrcr,0,1,1,1,1,1,1,0,0
rn36j,0,0,1,1,0,1,1,0,1
rn3uc,0,0,1,1,0,1,1,0,0
rn6k5,0,1,1,1,1,1,1,0,0
rnj19,0,1,1,0,1,1,1,0,0
rnqpc,0,0,1,1,0,1,1,0,1
rnsp8,0,0,1,0,0,1,1,0,1
rny24,0,1,1,0,1,1,1,0,0
rnyhv,0,0,1,1,0,1,1,0,1
rnzdx,0,0,1,1,0,1,1,0,1
ro5n7,0,0,1,1,0,1,1,0,1
rof1u,0,0,1,1,1,1,1,0,0
roilr,1,0,0,0,0,0,1,0,1
rojc5,0,1,0,0,0,0,0,0,1
rot2q,0,0,1,0,0,1,1,0,1
roy3c,0,0,1,1,0,1,1,0,1
rpbqn,0,0,0,1,0,1,1,0,1
rph7o,0,0,1,1,0,1,1,0,0
rpp8q,0,0,1,1,0,1,1,1,1
rpvzv,0,0,1,1,0,1,1,0,1
rq3hm,0,0,0,1,0,1,1,0,1
rq6sy,0,1,1,1,0,1,1,0,1
rq834,0,1,1,1,0,1,1,0,1
rq8mv,0,0,1,1,0,1,1,0,1
rqb9b,0,1,1,1,0,1,1,0,1
rqddl,0,0,1,1,0,1,1,1,1
rql7d,0,0,1,1,0,1,1,0,1
rqnee,0,0,1,1,0,1,1,0,1
rqr6r,0,0,1,1,0,1,1,0,1
rqtzp,0,0,1,1,1,1,1,0,1
rquiz,0,0,1,1,1,1,1,0,0
rr4bf,0,0,1,0,0,1,1,0,0
rrmw6,0,0,1,0,0,1,1,0,0
rrszt,0,0,1,1,0,1,1,0,1
rrwhn,1,0,0,0,0,0,1,0,1
rs1xg,0,0,1,1,0,1,1,1,1
rs38u,0,0,1,1,0,1,1,0,0
rsfms,0,0,1,1,0,1,1,0,1
rsn45,0,0,1,1,0,1,1,0,1
rsobu,0,0,1,1,0,0,1,0,1
rt4gf,0,0,1,1,0,1,1,0,1
rt89l,0,0,1,1,0,1,1,0,1
rtaz4,1,0,1,1,0,1,1,0,1
rtl1i,0,0,0,1,0,1,1,0,0
rtndt,0,0,0,1,0,1,1,0,0
rtzdo,0,1,1,1,1,1,1,1,0
rtzz0,0,0,1,1,0,1,1,0,0
ru01c,0,0,0,1,0,0,1,0,1
ru86n,0,0,0,1,0,1,0,0,1
rue9s,0,0,0,1,0,1,1,0,0
ruf95,0,1,1,1,0,1,1,0,0
rujxt,0,0,1,1,0,1,1,0,0
rv5by,0,0,1,1,0,1,1,0,0
rv91k,0,0,1,1,0,1,1,0,1
rva32,0,0,1,1,0,1,1,0,1
rvfz3,0,0,0,1,0,1,1,0,1
rvgdt,0,0,1,1,0,1,1,0,1
rvhc1,0,0,1,0,0,1,1,0,0
rvhec,0,0,1,1,0,1,1,0,1
rvibf,0,1,0,1,0,1,1,0,1
rvrqb,0,0,0,1,0,1,1,0,0
rw0rj,0,0,1,0,0,1,1,0,1
rw27v,0,0,1,1,0,1,1,0,1
rw6dn,0,0,1,1,0,1,1,0,1
rw7b9,0,0,0,1,0,0,0,0,1
rwap2,0,0,0,1,0,1,1,0,1
rwfa8,0,0,0,1,0,1,1,0,1
rwgnf,0,0,1,1,0,1,1,0,1
rwix2,0,0,1,1,0,1,1,0,1
rwjud,1,0,0,0,0,1,0,0,1
rwnai,0,0,0,0,0,1,1,0,1
rwo8t,0,0,1,1,0,1,1,0,1
rx2lp,0,0,0,1,0,1,0,0,1
rx5mm,0,0,0,1,0,1,1,0,1
rx6zz,0,0,1,1,0,1,1,0,1
rxd7g,0,0,1,1,0,1,1,0,1
rxh1j,0,0,1,1,0,1,1,0,1
rxhg0,0,0,1,1,1,1,1,0,1
rxisc,0,1,1,1,1,1,1,0,0
ry7of,1,0,0,1,0,1,0,0,1
ry990,0,1,1,0,1,1,1,1,0
rypuw,1,0,0,1,0,0,0,0,1
rywhb,0,0,1,1,0,1,0,0,1
rz313,0,0,1,0,1,1,1,0,0
rz3cd,0,0,0,1,0,1,0,0,1
rzf0v,0,0,1,1,1,1,1,1,0
rzrz9,0,1,1,1,0,1,1,1,0
rzuss,0,0,0,1,0,1,1,0,1
rzz2t,0,1,1,1,0,1,1,0,1
s0140,0,0,1,1,0,1,0,0,1
s098q,0,0,1,0,1,1,1,0,1
s09vu,1,0,0,0,0,1,1,0,1
s0dx6,0,1,1,0,1,1,1,0,0
s0ln7,0,0,1,1,0,1,1,0,0
s0m7q,0,0,1,1,0,1,1,0,1
s0uvl,0,0,1,0,1,1,1,0,0
s0vhs,0,1,1,1,1,1,1,1,0
s10bn,0,1,1,1,0,1,1,0,1
s18fu,0,0,1,1,0,1,1,0,1
s1e3l,0,0,1,0,0,1,1,1,1
s1e9w,0,0,0,1,0,1,1,0,0
s1fyv,0,0,1,0,0,1,1,0,1
s1g65,0,0,1,1,0,1,1,0,0
s1xw4,0,0,0,1,0,1,0,0,1
s1ysp,0,0,1,1,0,1,1,0,1
s2024,0,0,0,1,0,1,1,0,1
s22x5,0,0,1,1,0,1,1,0,1
s284g,0,0,1,1,0,1,1,0,0
s2apr,0,1,1,1,1,1,1,1,1
s2b12,0,0,1,0,0,1,1,0,0
s2eee,0,0,1,1,0,1,1,0,1
s2hwc,0,0,0,0,0,0,1,0,1
s2wic,0,0,1,1,0,1,1,0,1
s3010,0,0,1,1,0,1,1,0,0
s30dr,0,1,1,0,1,1,1,0,1
s317q,0,0,1,1,0,1,1,0,1
s35j2,0,0,0,1,0,1,1,0,1
s3b3h,0,0,1,1,0,1,1,0,1
s3djt,0,1,1,0,1,1,1,0,1
s3kx0,0,0,1,1,1,1,1,0,0
s3qnf,0,0,1,1,0,1,1,0,1
s3xu4,0,0,1,1,0,1,1,0,1
s3yah,1,0,0,1,0,0,0,0,1
s45f4,0,0,1,1,0,1,1,0,1
s468n,0,0,1,1,0,1,1,0,1
s48jk,0,0,0,1,0,1,1,0,0
s490s,0,0,0,1,0,1,1,0,1
s4bqi,0,0,1,1,0,1,0,0,1
s4dsk,0,0,1,1,0,1,1,0,1
s4e2o,0,0,1,1,0,1,1,0,1
s4fkt,0,1,1,0,0,1,1,0,1
s4g31,0,0,1,1,0,1,1,0,1
s4i9a,0,0,1,1,0,1,1,0,1
s4n0d,0,0,1,1,0,1,1,1,1
s58un,0,0,1,1,0,1,1,0,1
s5a6b,0,0,1,1,0,1,1,0,1
s5fri,0,0,0,1,0,1,1,0,1
s5hdh,0,0,0,1,0,1,0,0,1
s5jnt,0,0,1,1,0,1,1,0,1
s5lbt,0,1,1,1,0,1,1,0,1
s5qwp,0,0,0,1,0,1,1,0,1
s5sek,0,1,1,0,0,1,1,0,0
s5t0z,0,0,1,1,0,1,1,0,1
s5vll,0,0,0,1,0,0,1,0,1
s6f16,1,0,0,1,0,1,1,0,1
s6f8f,0,1,1,1,0,1,1,0,1
s6gto,1,0,0,1,0,0,0,0,1
s6m93,0,0,0,1,0,1,1,0,1
s6mbi,0,0,1,1,0,1,1,0,1
s6o9c,0,0,0,1,0,0,0,0,1
s6pbf,0,0,1,1,0,1,1,0,1
s6r9i,0,0,1,1,0,1,1,0,1
s6ue4,0,0,1,1,0,1,1,0,1
s6w29,0,0,0,1,0,1,1,0,1
s6wzb,0,0,1,1,0,1,1,0,1
s70pi,0,0,1,1,1,1,1,0,1
s79mq,0,0,1,1,0,1,1,0,1
s7cpd,0,0,1,0,0,1,1,0,0
s7oae,0,0,1,1,0,1,1,0,1
s7p3x,0,1,1,1,0,1,1,0,1
s7ryb,0,0,1,0,0,1,1,0,0
s80xk,0,0,1,1,0,1,1,1,1
s85z4,1,0,1,0,0,1,1,0,1
s88oo,0,0,1,1,0,1,1,0,1
s8azy,0,0,1,1,0,1,1,0,1
s8i19,0,0,1,1,0,1,1,0,1
s8tab,0,0,1,1,0,1,1,0,1
s8url,0,0,0,1,0,1,0,0,1
s91z8,0,0,1,1,0,1,1,0,1
s91zo,0,0,1,1,0,0,1,0,1
s93qk,0,0,1,0,0,1,1,0,0
s95g2,0,0,1,1,0,1,1,0,1
s98b3,0,1,1,1,0,1,1,0,0
s9en7,0,0,0,0,0,0,1,0,1
s9jcd,0,0,1,1,0,1,1,0,1
s9l8r,0,0,1,0,0,1,1,0,1
s9rgd,0,0,0,1,0,1,1,0,1
s9tsa,0,0,0,1,0,1,1,0,1
sa7ns,0,0,0,1,0,1,1,0,0
sacuu,0,0,0,1,0,1,1,0,0
saeci,0,0,1,1,1,1,1,1,0
sahb7,0,1,1,1,1,1,1,1,0
saiay,0,1,1,1,0,1,1,0,1
saop5,0,0,0,1,0,1,1,0,1
saud6,0,0,0,0,0,0,1,0,1
sbf7o,0,1,1,0,0,1,1,0,1
sbjji,0,0,0,1,0,1,1,0,1
sbprv,0,0,1,1,0,1,1,0,1
sbqw7,0,0,1,1,1,1,1,1,0
sbux0,0,0,1,1,0,1,1,0,0
sc8dp,1,0,0,0,0,0,0,0,1
sc92v,0,0,0,1,0,0,0,0,1
scc07,0,1,1,0,1,1,1,0,0
scn33,0,0,1,1,0,1,1,0,1
scpji,0,0,1,1,0,1,1,0,1
scw45,1,0,0,1,0,0,0,0,1
sd0ba,0,0,1,1,1,1,1,0,0
sd8qc,0,0,1,0,1,1,1,0,0
sdb51,0,1,1,1,1,1,1,1,0
sdgfr,0,0,1,1,0,1,1,0,1
sdiep,0,0,1,1,0,1,1,0,1
sdl6c,0,1,1,1,1,1,1,0,0
sdnmc,0,0,1,1,0,1,1,0,0
sdob8,0,1,1,1,0,1,1,0,0
sdysi,0,0,0,1,0,1,1,0,1
sdz5f,0,1,1,1,1,1,1,1,0
se0qf,0,0,1,1,0,1,1,0,1
se1ko,0,0,1,0,0,1,1,0,1
se62x,0,0,1,1,0,1,1,0,1
se689,0,0,1,1,0,1,1,0,1
se7yf,0,0,0,1,0,1,1,0,1
se904,0,0,0,1,0,0,0,0,1
secj2,0,0,1,1,0,1,1,0,1
seclx,0,0,1,0,0,1,1,0,1
seem4,0,0,1,1,0,1,1,0,1
seive,0,0,0,1,0,1,1,0,1
semre,0,0,0,1,0,0,1,0,1
sf1f1,0,0,1,1,0,1,1,0,1
sf6dy,0,0,1,1,1,1,1,1,0
sf6hx,0,0,0,1,0,0,0,0,1
sfbv6,0,1,1,1,0,1,1,0,0
sfe3j,0,0,1,1,0,1,1,0,1
sfswb,0,0,1,1,0,1,1,0,1
sg25s,0,1,1,1,0,1,1,0,0
sg83j,0,0,1,0,0,1,1,0,1
sghtt,0,0,1,1,0,1,1,0,0
sgny3,1,0,0,1,0,1,1,0,1
sgod4,0,0,0,1,0,1,1,0,1
sgqlq,1,0,0,1,0,0,0,0,1
sguuk,0,0,1,1,0,1,1,0,0
sgwpc,0,0,0,1,0,0,0,0,1
sgyt8,0,0,1,1,1,1,1,0,0
sgze8,0,1,0,1,0,1,1,0,1
sidw7,0,1,1,0,0,1,1,0,1
siemn,0,0,0,1,0,0,0,0,1
sievj,0,0,1,1,0,1,1,0,1
sin1k,1,0,0,1,0,0,0,0,1
sip1t,0,0,1,1,0,1,1,0,1
siw1z,0,0,0,1,0,0,0,0,1
sj67t,0,0,1,1,0,1,1,0,1
sj6vj,1,0,0,1,0,0,0,0,1
sj8fr,0,0,1,1,0,1,1,0,1
sjec1,0,0,1,1,0,0,1,0,1
sjjdd,0,1,1,1,1,1,1,0,1
sjlix,0,0,1,1,0,1,1,0,1
sjprg,0,1,1,1,1,1,1,1,0
sk2ce,0,1,1,0,0,1,1,0,1
skaq6,0,0,1,0,0,1,1,0,0
skrex,0,0,0,1,0,0,0,0,1
skrxd,0,0,1,0,1,1,1,0,1
skw1k,0,0,0,1,0,1,1,0,1
sl7fb,0,0,1,1,0,1,1,0,0
sl8b9,0,0,1,1,1,1,1,0,1
sleq3,0,0,0,1,0,0,0,0,1
sliik,1,0,1,0,0,1,1,0,1
slq1j,0,0,1,1,0,1,1,0,0
sma9g,0,0,1,1,0,1,1,0,0
